"","confound","n","p","oracle","plugin","WZ","DEB"
"",0,1600,3200,-0.0225220607452917,0,0.00112206098082371,-0.000623158476255971
"",0,1600,3200,-0.0225884408821828,0,-0.00937179987460211,-0.00907627576680856
"",0,1600,3200,-0.0225515757618085,0,-0.00819050178475717,-0.0161713150343217
"",0,1600,3200,-0.0224736128584267,0,-0.0194096576387394,-0.0207726959656974
"",0,1600,3200,-0.022501540887482,0,-0.0359150661938629,-0.0370070110431539
"",0,1600,3200,-0.0225193713804491,0,-0.0285589680878791,-0.0220825152303723
"",0,1600,3200,-0.022557294181628,0,-0.0177972361361134,-0.0215823886141401
"",0,1600,3200,-0.02243782455735,0,-0.0114382051205132,-0.0112968051550445
"",0,1600,3200,-0.0224378204473837,0,-0.0186049389837196,-0.0159310376714695
"",0,1600,3200,-0.0225556149351847,0,-0.0332490269400971,-0.0346717102234053
"init",1,1600,3200,-0.0225036451112315,0,-0.0017778289496058,-0.029202588340569
"",1,1600,3200,-0.0226325739580639,0,-0.00469720604779928,-0.0164134506320305
"",1,1600,3200,-0.0225547800146094,0,0.00121047857116532,-0.0106224326253769
"",1,1600,3200,-0.0225579059868668,0,-0.0107062348409534,-0.01678622818617
"",1,1600,3200,-0.0225388108061815,0,-0.00163754484215,-0.0206174031347619
"",1,1600,3200,-0.0225767020696829,0,-0.0124226313851586,-0.0285712302818513
"",1,1600,3200,-0.0226192305385374,0,-0.00737556735197954,-0.0160686428122844
"",1,1600,3200,-0.0224594206164196,0,0.00399893582648235,-0.00498520303282712
"",1,1600,3200,-0.022657884525664,0,0.000984854002381459,-0.00484169586281406
"",1,1600,3200,-0.0224872102771985,0,-0.00731384861138274,-0.0222818655687677
"",1,1600,3200,-0.0226797723776588,0,0.00504672696012102,-0.0117893999490382
"",1,1600,3200,-0.0226658472304062,0,0.00184627978257806,-0.012692701060971
"",1,1600,3200,-0.0225789385342274,0,-0.0142918876491595,-0.0195817239251955
"",1,1600,3200,-0.0226680888504064,0,-0.00568406832595348,-0.0257991836442322
"",1,1600,3200,-0.0225496552641939,0,-0.0166016204391753,-0.0215276863392447
"",1,1600,3200,-0.0224839629213085,0,0.0155226901594102,0.00198239951726969
"",1,1600,3200,-0.0225452822949257,0,-0.00194757139780603,-0.0151348996687802
"",1,1600,3200,-0.0225701169339073,0,-0.004324129440516,-0.0289729501329064
"",1,1600,3200,-0.022455025817214,0,0.0120264558312386,0.000280299058373657
"",1,1600,3200,-0.0226772840458175,0,0.000169366255536562,-0.0162824606076883
