"","ape","cape","oracle.point.estimate","oracle.standard.error.estimate","oracle.linear.point.estimate","plugin.point.estimate","plugin.standard.error.estimate","plugin.linear.point.estimate","minimax.point.estimate","minimax.standard.error.estimate","minimax.linear.point.estimate","minimax.plus.point.estimate","minimax.plus.standard.error.estimate","minimax.plus.linear.point.estimate"
"init",0.282094791773878,0.247700549109452,-0.392531839921509,0.546649893145867,-0.3822028221362,0.322746906277386,0.0787374871613484,0.544747267911649,0.215114976737464,0.0758944997812635,0.236770638861726,0.190247647747349,0.0823413823208894,0.231040051744864
"",0.282094791773878,0.285635116932025,-0.169501192147804,0.395530204563314,-0.118864454107638,0.418166958651691,0.0759754632585252,0.614315017111272,0.369885684823975,0.0768577465548593,0.385899907106788,0.208392165909051,0.0935140529717924,0.251643627585439
"",0.282094791773878,0.272856232684128,-0.810082883167005,1.3001192422038,-0.851099568991108,0.450574644517974,0.0834989483929615,0.744301882751457,0.330939091710163,0.0815132378661428,0.357053277747983,0.229078745561447,0.0989831485417351,0.275689654990426
"",0.282094791773878,0.290327822021592,2.9228401455433,1.8569153472295,3.05348873039998,0.440611162658284,0.074694813161624,0.693945018513622,0.289113285697772,0.0790865061172803,0.306409932396398,0.346894809044393,0.0907812747206033,0.387338078284221
"",0.282094791773878,0.274823658127575,1.02799334450093,0.625407357790842,0.850069416657903,0.486089214888345,0.0889218861423786,0.723559137377616,0.314129440066691,0.0797510845174499,0.344920990823033,0.22417830859427,0.0970122570720233,0.260756661469766
"",0.282094791773878,0.297131096993737,1.88769317288952,1.87364178540422,1.6042764263819,0.439049642239083,0.096822752935429,0.716316280658881,0.309960819537879,0.0743884265177828,0.356813497145695,0.292164108407905,0.092171240000432,0.333912861559173
"",0.282094791773878,0.298317514851525,1.33570754896281,4.25902851493963,0.415681641180566,0.483077530374118,0.0707865492572142,0.813552549775494,0.435809984762572,0.0724187187779371,0.48701973668978,0.349850555874744,0.084607723305588,0.415022301575854
"",0.282094791773878,0.296917298632244,36.8615738253774,36.7274520458658,24.5004863460927,0.470630355723569,0.0745396728330297,0.774804839970697,0.325484472809744,0.073639433874132,0.356432179589518,0.286963734405747,0.078399548758381,0.337536255552728
"",0.282094791773878,0.276582245662138,0.0535374178124449,0.174775203669799,0.0380135255202236,0.583843936288657,0.0757923895051598,0.842711627699686,0.424640680063507,0.0771453223753791,0.454283622454275,0.323851540892235,0.0936047957634923,0.350886449738535
"",0.282094791773878,0.28392809363344,1.44395437192656,1.29789931608548,1.39848918879032,0.430174948928104,0.0703897381504999,0.734829638407191,0.382887965616561,0.0687043773709632,0.4221900641505,0.360000438565465,0.080591748930402,0.435231336808635
"",0.282094791773878,0.271252648932511,-0.302370664700029,1.0351048202542,-0.29352939996759,0.488224721397997,0.0789132964758091,0.848572438858398,0.439781230818961,0.0752499760357243,0.463568060674106,0.309086981628202,0.0945560813796611,0.36696214457075
"",0.282094791773878,0.297764528446383,0.461604131807552,0.30786800940844,0.478578548139375,0.520061787321409,0.0852098732397795,0.683487964262088,0.393735749067374,0.0766698732716249,0.401487051626175,0.321561596073719,0.0875971038823932,0.342695800935053
"",0.282094791773878,0.292227635442669,0.276841715966073,0.190228380462801,0.296015801597868,0.530285295179447,0.0708332100897643,0.824384190666395,0.501768438780358,0.0719526278104639,0.523102196088137,0.487720199945405,0.0894237647414469,0.51192580415803
"",0.282094791773878,0.257454034072586,0.146570031433653,0.265851594706402,0.172171865501334,0.402108760529281,0.0707259516156071,0.653860024669799,0.394236971467593,0.0718285315036271,0.421801311359513,0.31038408342487,0.0837923385325266,0.354771580656077
"",0.282094791773878,0.271855038860147,0.165496919336625,0.624683408907736,0.0897149492292035,0.435222905571481,0.0832632342365584,0.745957851126597,0.353555502929632,0.0770870088339415,0.375573762937621,0.294796155699071,0.0916847081623773,0.341948935291555
"",0.282094791773878,0.269041790758896,0.0909742955962672,0.352484082977197,0.184943902478035,0.531981965742682,0.0755269931096276,0.810401144331886,0.377317976712326,0.0687871161196729,0.397368130560423,0.311991915984975,0.0880093404887825,0.333152834124688
"",0.282094791773878,0.299106599437591,-0.0409549820444983,0.58084812960759,-0.0399285828018853,0.410987490542094,0.0669433821916808,0.707923955232276,0.33209999689968,0.0713337013974863,0.354216243498074,0.299586132660671,0.0839050350941016,0.344081003166104
"",0.282094791773878,0.274979554925229,-0.929203313933162,0.845202283109614,-0.710714851299396,0.565652355421506,0.0791470628290701,0.836362281751842,0.508864439450428,0.0779533532602578,0.501657958936148,0.409532447181556,0.0876142108664388,0.422850620285893
"",0.282094791773878,0.286420365852568,0.359553945224362,1.11407126920703,0.626354583207314,0.476711122405253,0.075739817444074,0.647359781318574,0.439648745139464,0.0728577900932726,0.451607433605887,0.378717483750253,0.0769621492310918,0.407167332919386
"",0.282094791773878,0.264399222493463,-4.6695419669711,4.49478871124118,-5.66642082224502,0.280860477839692,0.0622738364162679,0.467942805374536,0.250264747456416,0.0651800267845893,0.268593597696389,0.16978800624086,0.0858816285613355,0.211293435971253
"",0.282094791773878,0.300729635846767,0.550158794424133,0.365036120207869,0.722922568514419,0.48931582144132,0.0809186653827386,0.793384212047624,0.347698432842356,0.0685093972419656,0.395739839905567,0.312099999005527,0.0858348065231834,0.363818802122749
"",0.282094791773878,0.2844078611601,0.494609638015611,0.303760107932331,0.515296178287139,0.576903152376222,0.0734917860947243,0.810661508540377,0.468893716023788,0.0747145636658288,0.488615796711281,0.382546619828377,0.0894165569747262,0.408652103199071
"",0.282094791773878,0.290830453417853,-0.0549720595492333,0.436671915556508,-0.0649527462945815,0.569335332893946,0.0725079043291154,0.915090384484786,0.514660690493923,0.074015959771822,0.541721715682774,0.431534352451344,0.0837590473614991,0.484837108305343
"",0.282094791773878,0.272810868455866,0.125232894795658,0.151136386833496,0.160751659842895,0.394334826089999,0.07295817257031,0.761649311715061,0.326332975657884,0.0709110543936709,0.351732558252518,0.205898217640483,0.083332564854013,0.263070240359283
"",0.282094791773878,0.286143953686461,0.367762282347193,0.448687333518515,0.420851208208245,0.511826179968618,0.0883207093151233,0.829061960426293,0.408318941285225,0.0763877327793788,0.431894106455055,0.364694245866639,0.087133678464056,0.418976742379091
"",0.282094791773878,0.305940162467475,1.37194485814654,2.08842311387301,0.98873872268724,0.508050604752851,0.0715875963675548,0.719953023569823,0.446171572049788,0.0728657098961713,0.461444849888966,0.320199996603192,0.0827489357848182,0.361520895329958
"",0.282094791773878,0.29422260009693,0.0953230221698092,0.192434029370256,0.148660681836,0.526063662910798,0.0800729221270298,0.729025393240573,0.355316926997611,0.0743349932810358,0.372167944485928,0.252582114302612,0.0867006619272287,0.29004357039564
"",0.282094791773878,0.298834231421468,-0.807494770962229,0.846252382690848,-0.777794001235101,0.422247752770119,0.0811941616860198,0.736064892808117,0.367639566747376,0.0812483078684098,0.406995021344431,0.324364894019404,0.0979553857905704,0.390045195161855
"",0.282094791773878,0.27272833427935,0.335380259918695,0.148825683290174,0.354210557171806,0.329886322912689,0.072083166127446,0.701502003297049,0.288100950526221,0.0736896690141755,0.328511563442724,0.285283507336401,0.0869503070768767,0.330858990405462
"",0.282094791773878,0.306396420908964,0.377954415489831,0.373715826015085,0.345656440538565,0.507771890717553,0.0569058465892438,0.67824481690511,0.47195516720253,0.0582106951845486,0.503666641923522,0.421366875746477,0.0730468228665872,0.436011019163689
"",0.282094791773878,0.282736079928182,0.087708986523282,0.173653844776491,0.0888149948185759,0.438271495829142,0.0905069664128979,0.683677954986863,0.328453468711726,0.0848758720860929,0.359667981337266,0.277532645616359,0.0912255116162834,0.316247534513196
"",0.282094791773878,0.280452568845413,0.505483681009476,0.283279687310655,0.484358278703567,0.412476950216738,0.0633929686102506,0.861842496450913,0.415222886364777,0.0682874140002463,0.454345703420629,0.276216682189722,0.0983146647140854,0.329861810394338
"",0.282094791773878,0.244892486170786,-0.108556635797269,0.472603461047921,-0.0305584182299037,0.515226984989684,0.0621863711446917,0.867323528656999,0.452658779404932,0.0640565662512386,0.4706304077368,0.284685133351882,0.0839472076439993,0.302457981520937
"",0.282094791773878,0.305980511728863,-0.183717728292239,0.344136091480232,-0.237938805701585,0.56788262714708,0.0856354543571425,0.842574980068613,0.417320076810219,0.0706584594101073,0.438137901276723,0.369996983864665,0.0940465822978749,0.385165447582959
"",0.282094791773878,0.333279998232263,-4.19061775020994,4.30531949403067,-4.87693256969218,0.658667046879392,0.0716499185290526,0.890966160582871,0.563775475465088,0.0705527965197568,0.584798379206604,0.512764313524094,0.0898056983760661,0.538674486675185
"",0.282094791773878,0.293957143282331,-0.194835337271519,0.777002115474037,-0.400199693975683,0.555840453737331,0.0747518321964625,0.791174557043916,0.49708149844571,0.0698839159633548,0.523810683322203,0.395137188054646,0.0792850593973358,0.439787598010242
"",0.282094791773878,0.296845466207856,-1.74515700186611,2.01771739468906,-2.02433661103671,0.644241061089862,0.0779361029297267,0.864495749602717,0.540147797942937,0.0793862262536591,0.55830113539194,0.510255318851446,0.0871308654663983,0.535506275313619
