"","ape","cape","oracle.point.estimate","oracle.standard.error.estimate","oracle.linear.point.estimate","plugin.point.estimate","plugin.standard.error.estimate","plugin.linear.point.estimate","minimax.point.estimate","minimax.standard.error.estimate","minimax.linear.point.estimate","minimax.plus.point.estimate","minimax.plus.standard.error.estimate","minimax.plus.linear.point.estimate"
"init",0.58,0.578475394525885,0.59911421411143,0.0568007737246556,0.689246680484359,0.783322677540173,0.0404977862577449,0.895253371219363,0.667640320824247,0.0438929322335971,0.680291023010601,0.64340956021038,0.0451519572728808,0.659536649539071
"",0.58,0.576443812485589,0.532887958334452,0.0560912437122799,0.708773945284863,0.744081210589573,0.0434349206907438,0.881533642846635,0.639881767467693,0.0440583904446144,0.655735473396306,0.557234657370888,0.0476035022083565,0.557434171193405
"",0.58,0.574215496740465,0.581951412177478,0.0549719590966159,0.494838872970749,0.770519817039805,0.0424164410434306,0.941993863894655,0.682038395141358,0.0461830475718146,0.704152956495703,0.686314022792308,0.0487703393161076,0.70438116230173
"",0.58,0.581134763764978,0.595329717365799,0.0470040535493599,0.486025541259396,0.766339068152688,0.0424339618789161,0.915671076370589,0.665628584953089,0.0451517062194424,0.682086347661873,0.658042750222311,0.0448773636598794,0.674110863302593
"",0.58,0.585690621252114,0.589003551929023,0.0458252026354507,0.679390712156094,0.743259552900983,0.0366457445732961,0.889630213468035,0.64077793862125,0.04102262166076,0.655062058891034,0.620287399420108,0.0444330255824016,0.649356187456988
"",0.58,0.584034300589292,0.599222530935194,0.0452831456580474,0.610370372034512,0.74278453055417,0.0425140762090286,0.850491056921582,0.659647472120845,0.0430895112348026,0.677798554368682,0.664618662017851,0.0443055771527436,0.688062938260368
"",0.58,0.574553538638155,0.561394239038213,0.06185594850919,0.564855812741012,0.769548867583866,0.03878598580245,0.909471187407541,0.665148913603647,0.0455241721418534,0.70313780680444,0.673332849782318,0.044064735799979,0.717527932651272
"",0.58,0.582364039953779,0.545004643256293,0.0449839542880406,0.480746313320345,0.726109545454403,0.0411366659261137,0.919684083242056,0.606081970143591,0.0435601969102007,0.650356894286972,0.591474661428736,0.0442527903741868,0.635549787464792
"",0.58,0.579278525734285,0.61440035528727,0.0527009804101565,0.483999795641313,0.769778378392396,0.0410633346580189,0.790784827231236,0.695524429999672,0.0459183075542382,0.711337579775605,0.671201856337845,0.0454432817683575,0.668713518791594
"",0.58,0.576766962463411,0.65896830743801,0.0529548070259896,0.63504189737007,0.833665727409164,0.0434345754606763,0.927566239567059,0.716518006812554,0.0481864446376631,0.723668025886055,0.689655888745196,0.0491518595264197,0.69898956001207
"",0.58,0.568719824434081,0.514333892256026,0.065962875447813,0.507369133871385,0.694630604166405,0.0409399970063427,0.798863101602468,0.615553899358679,0.0437612145149202,0.665164083982933,0.58204003548741,0.0433767208492306,0.6119859324574
"",0.58,0.580137274669506,0.576249430727854,0.0576618562664102,0.572412848987665,0.782582062458965,0.0456233765737674,0.836118121210347,0.648961284030699,0.0485702577895934,0.683232144790798,0.610754820695695,0.0487451232332912,0.637426102211544
"",0.58,0.575050767243565,0.57958412699138,0.0463490243607246,0.390084413151331,0.736011461110892,0.0427583040887022,0.882329305722758,0.642760247715315,0.0446861922409623,0.648499089540779,0.663717227011462,0.0460429876675545,0.670652533908803
"",0.58,0.589285763973828,0.555504252378569,0.045173040017947,0.540621424195401,0.707073608424462,0.0451792196337425,0.899516581034409,0.606107783059157,0.0469524102142986,0.627373959234821,0.576804026790164,0.0462406155606577,0.608341788836064
"",0.58,0.582698287696919,0.583998699798562,0.0502107207617402,0.557938803790514,0.75531721280131,0.045386861701547,0.896805370346884,0.634381173081745,0.0475390719570579,0.650162835938919,0.604850220399273,0.0454935636159818,0.626266288310996
"",0.58,0.576520785024618,0.639179411651345,0.0485964125564163,0.273962840624315,0.804961305274958,0.0467946845259682,0.899173268969744,0.723435290796438,0.0505767133287053,0.72622210011737,0.677424232026256,0.0501725107825743,0.677306859042865
"",0.58,0.581993588876674,0.545904275438974,0.0506776593608204,0.564102692968361,0.724010798506823,0.0404506621817014,0.876769130424954,0.637669196011772,0.0445407891964937,0.676427564419944,0.637507814343539,0.0450667282406753,0.701338498218585
"",0.58,0.587467052032657,0.562071470728236,0.0457201458839696,0.639533253665672,0.745280390657641,0.0381041257065024,0.848897117822135,0.640525008207189,0.0411783511656638,0.670983562408106,0.636342012320014,0.0428889274421762,0.647534601133197
"",0.58,0.578835853519702,0.553035375407055,0.0537543372377442,0.604321353979831,0.713711218388493,0.0401871005113748,0.845461226857065,0.651642310139961,0.044310062375305,0.672072716675938,0.640329141402501,0.0459073916093326,0.679095670584724
"",0.58,0.583270582186771,0.601366156607274,0.0476399411329659,0.497544101091005,0.786228688366165,0.0454292158353447,0.8388165923141,0.686813806626201,0.0464957349746028,0.710768625636851,0.673307218191762,0.0465274455759319,0.671084593481685
"",0.58,0.574734548484402,0.58119274224157,0.0518803382216878,0.547132409217837,0.770270827604037,0.0425641519083713,0.871009203186606,0.69770014694209,0.0449267589794952,0.722732572672265,0.660709108633785,0.0471677041937823,0.676870647342242
"",0.58,0.577281135253568,0.614848767636306,0.0480187374757268,0.490892145478442,0.784819122658846,0.0447445350966458,0.880227361312339,0.678735462173161,0.0440768258982215,0.705343750174513,0.665783674948184,0.0464106464833091,0.679405056694422
"",0.58,0.584651272484867,0.509911756282101,0.0525922761455979,0.58282530173251,0.694922383257465,0.044213815204281,0.910661770567552,0.559402502470893,0.0491128340613087,0.621658423788158,0.538010444946916,0.0469825039594567,0.592984268082085
"",0.58,0.58837782934808,0.556499680281141,0.0500471360986652,0.441191286500031,0.751365096981876,0.0426596666640252,0.892324523815749,0.651615097296703,0.0469965703367294,0.685958895310314,0.630504350470189,0.0485573930039622,0.688816976266655
"",0.58,0.574734011381759,0.453889421118698,0.0491384123812424,0.647168559006395,0.668268392516336,0.0399115963435805,0.832090774679499,0.552109025514671,0.0425497249781234,0.580857466405488,0.528446146632006,0.0431715573282185,0.568836965009189
"",0.58,0.575000996739573,0.521512803212624,0.0483568750910583,0.563883847570039,0.717441253355556,0.0407718766481919,0.819081364629802,0.622992394623477,0.0426956032937183,0.643477969353246,0.60259025781942,0.0445446179979927,0.607632234387974
"",0.58,0.576029982968849,0.640278336935371,0.04596755403044,0.478188201839588,0.782822384622808,0.0417358073349938,0.901661600741338,0.687169969599235,0.0463056887553339,0.704924967023982,0.670956593706517,0.0495181731036346,0.705838519540575
"",0.58,0.565961825171244,0.550326182149309,0.0485532728535637,0.540909062539834,0.729562473256488,0.040548330514279,0.825362556614273,0.624709447840305,0.0446743942836016,0.648247914643177,0.565044166587898,0.0469298355784551,0.57315024378899
"",0.58,0.565809618068275,0.570566060419606,0.0626081785195293,0.759130902992006,0.801230565623999,0.0420820473213927,0.933745009453088,0.669995417819515,0.0499427735818876,0.712372109233024,0.645144586373906,0.0487889620812701,0.686957574007409
"",0.58,0.575813425893029,0.503465921085695,0.0729722918893392,0.581023202470309,0.710576870662448,0.0424493952921983,0.873393509731268,0.629539375449884,0.0441456264690269,0.638975716873881,0.607071409444368,0.0436949975839702,0.633963341828761
"",0.58,0.585873908656822,0.509846855963153,0.0615827858360221,0.536055850338079,0.721251790038371,0.0411255114900443,0.791084634545822,0.658960177847993,0.0440796662936553,0.684711629396712,0.637889078782752,0.04563051199,0.640118350308463
"",0.58,0.581489615480389,0.54603391879111,0.0477001600389697,0.477256542920928,0.737390375741404,0.0430019559028195,0.859763579026275,0.595237367872544,0.0459888591378918,0.615961512130238,0.567844515999911,0.047614096771023,0.610180339754603
"",0.58,0.578826218678184,0.603000861613235,0.0518826102566024,0.765049759721586,0.775163578448252,0.0361228502877151,0.8391745622752,0.658078412660678,0.0424228743997342,0.668218283312862,0.663186511239026,0.0421391103545626,0.68483007879007
"",0.58,0.588900746469452,0.62385621161209,0.0495836287277962,0.468018868525354,0.801080400281624,0.0418851801501822,0.929967609833358,0.726766314284741,0.0441608776846513,0.740544483322044,0.688533925137045,0.046903150388468,0.70830665638201
"",0.58,0.568986963974348,0.52448981933393,0.0541169300856579,0.643748098226563,0.724101096676232,0.0433478010858221,0.882880512516451,0.597929907608721,0.045822675545799,0.635745798076588,0.591078117297096,0.0457462467875318,0.631854029015177
"",0.58,0.578015245334042,0.592031416299544,0.0549493625520608,0.623162029045365,0.792601348335577,0.0462372622136042,0.930308825672126,0.698658437931072,0.046661991209461,0.722379687523309,0.660922103162576,0.0473340611556149,0.66446943293186
"",0.58,0.585218509354923,0.520349686038613,0.0490751988540656,0.494997432111565,0.704827540319849,0.0382886842642102,0.857279082349474,0.60419918897815,0.0443761716936901,0.617496657252497,0.594189055360578,0.0441438240803533,0.616237687278654
"",0.58,0.57888156736164,0.613771274626091,0.0453809262474743,0.472704912870189,0.765992197803858,0.0400512216280968,0.832539287199196,0.675352490906213,0.0433620642334148,0.691556468763567,0.647845239947283,0.0455682189669378,0.645047111739918
"",0.58,0.586218799237276,0.570866801362748,0.0513206639331009,0.470253724818349,0.749743531801662,0.0451157556760759,0.857842117606736,0.671956085219789,0.0470458859210233,0.704294715222752,0.670237391815933,0.0464012607271038,0.705673135877021
"",0.58,0.57512532906733,0.507365137336235,0.049163425214637,0.610466120981559,0.669053629454035,0.0412385063472881,0.837030064438134,0.574740491424403,0.044031049998329,0.600381968689832,0.549582097554212,0.0454362483589385,0.586658617406205
