"","ape","cape","oracle.point.estimate","oracle.standard.error.estimate","oracle.linear.point.estimate","plugin.point.estimate","plugin.standard.error.estimate","plugin.linear.point.estimate","minimax.point.estimate","minimax.standard.error.estimate","minimax.linear.point.estimate","minimax.plus.point.estimate","minimax.plus.standard.error.estimate","minimax.plus.linear.point.estimate"
"init",-0.2,-0.2,-0.319261437124915,0.0924876446369879,-0.271022697178083,-0.301682961618629,0.102582919755533,0.605025848595793,-0.3247346909527,0.108884770559692,-0.207574176018767,-0.2858485132859,0.104184007583617,0.00836535720226747
"",-0.2,-0.2,-0.268993373920789,0.0686983819055817,-0.144222617761672,-0.271772349082228,0.103961006996665,0.590139855608794,-0.262062820362267,0.0965602859103555,-0.181190066525506,-0.220683914297851,0.100689127764404,-0.00656414202229987
"",-0.2,-0.2,-0.272804611632858,0.06197477296833,-0.039950915750435,-0.341288959958047,0.0962521191561603,0.420061587715093,-0.34471522386589,0.0973494249030639,-0.227838234977548,-0.25558104191723,0.0972532173758794,-0.0532378837606316
"",-0.2,-0.2,0.103364778579116,0.0669917789646647,0.196539147701767,0.0902369579439262,0.1010089500134,0.940444776779544,0.0735365439591996,0.104096289114622,0.173673925520597,0.1066555396949,0.103474268633888,0.346001042882615
"",-0.2,-0.2,-0.0832125424086243,0.072884055856037,0.0515446138422139,-0.129635218008576,0.111180873119913,0.811796469143342,-0.115403634356063,0.101817884297559,-0.0275266539176329,-0.077625450182122,0.110693849202064,0.137624208285743
"",-0.2,-0.2,-0.440562950905773,0.0963976311814006,-0.217801943752032,-0.419404186552246,0.109496997354296,0.481089027505772,-0.445267226893026,0.113912557873193,-0.345812564939404,-0.366626791416545,0.114325211317898,-0.136040090978
"",-0.2,-0.2,-0.202222254821007,0.0731599006896533,-0.00940855449149373,-0.263938489967496,0.0975245855229928,0.55480557017459,-0.23867680781653,0.0988439477152186,-0.113265622555101,-0.246672938921499,0.101772971493941,0.00402261904516176
"",-0.2,-0.2,-0.0345954883809129,0.0684416241402801,0.158184338825192,-0.0881316598463636,0.100327476870422,0.594963147867982,-0.0608986214693954,0.0991591692995992,0.038274234876435,-0.0341515192567035,0.0974725978270024,0.202007242274083
"",-0.2,-0.2,-0.174729723896757,0.0910412403270598,0.0439697492059763,-0.154550776030481,0.101966341094707,0.779086937232166,-0.146638644895391,0.109056182806407,-0.0438857128985362,-0.172943295487238,0.118491681044278,0.0925696681171643
"",-0.2,-0.2,-0.173855143503524,0.0607793581302649,0.279707321022388,-0.259832767870258,0.10038631928925,0.800468742771179,-0.252990750906351,0.102565073875618,-0.130918330368559,-0.238507837450696,0.104153126419489,0.00259284707739238
