"","ape","cape","oracle.point.estimate","oracle.standard.error.estimate","oracle.linear.point.estimate","plugin.point.estimate","plugin.standard.error.estimate","plugin.linear.point.estimate","minimax.point.estimate","minimax.standard.error.estimate","minimax.linear.point.estimate","minimax.plus.point.estimate","minimax.plus.standard.error.estimate","minimax.plus.linear.point.estimate"
"init",0.58,0.580017680049209,0.54792575391338,0.0490652409933493,0.65021236721272,0.729485579702053,0.0428540208256112,0.890427543000305,0.632177483473527,0.0430077879423835,0.664351424376857,0.627251918696796,0.0446691388583232,0.690043458582642
"",0.58,0.585998844576823,0.57194025080196,0.0458658394619584,0.537485299931471,0.735705587257329,0.0354966157853272,0.86251738316414,0.63709673934654,0.0409943794831006,0.648528731229545,0.63050522501835,0.0424209533478548,0.641515585400407
"",0.58,0.588313616088199,0.730651818528735,0.0467812114545154,0.647190150119891,0.85355905252128,0.0424961846437703,1.00428952624974,0.752983471834415,0.0474275123117002,0.795346765826147,0.738172828272233,0.0480535520130604,0.765884866707569
"",0.58,0.581806987263821,0.641811691446745,0.0488144139797012,0.809981642829778,0.837799119248536,0.0386004128790104,1.02867076738422,0.735025886976445,0.0407429789449221,0.763986504980911,0.689950974738465,0.0429982730568613,0.731334217850723
"",0.58,0.589473329355096,0.625756284818101,0.0464119977082299,0.550892864751007,0.792138149392881,0.0404856462839933,0.882691304784386,0.678658639058048,0.0435062136565629,0.698701833428412,0.651104174751369,0.0460423107157391,0.659995766347635
"",0.58,0.58347437978975,0.564954089080988,0.0525798563331308,0.662717093466345,0.746726083523097,0.043959677469413,0.837442468476966,0.658398247468332,0.0466384564778118,0.701041669140285,0.610152393375812,0.0463666871535804,0.65777043432048
"",0.58,0.580521084407825,0.526239029543135,0.0471246273056494,0.600113470460043,0.699655577034573,0.0442303581249719,0.842946116813381,0.587792033053602,0.0455529471270098,0.59929546974349,0.5749212009263,0.0460311229299725,0.585807895982409
"",0.58,0.591823008947474,0.623350402990273,0.0545995952168844,0.685099890681786,0.808530395704967,0.0409157248374446,0.924481327185238,0.700619678462563,0.0438834528446387,0.709695548055748,0.689767487065257,0.0447868674567002,0.698541299177711
"",0.58,0.584299470783888,0.601066573123766,0.0466952869881914,0.648257592821986,0.797082395099729,0.0402717954998091,0.903844568475217,0.653299009710657,0.0426112763896168,0.659249058373675,0.633179356655846,0.0437223748872218,0.633790793461901
"",0.58,0.574904979438322,0.580173856885171,0.0475306147543637,0.454396318422252,0.767094557527663,0.0439443972011382,0.867790288921434,0.683996385849758,0.0448959881966421,0.701790280676435,0.630458473824257,0.0463487246526409,0.639580591383827
"",0.58,0.561698307448084,0.572478329252399,0.0485561767910651,0.309569629357902,0.738638471868151,0.0427459413615398,0.757729268893972,0.632152925449095,0.0461318392011688,0.646866511487229,0.591946447862806,0.0452565577896966,0.629187873052675
"",0.58,0.5825931441372,0.59537048975742,0.0526128552166494,0.64167845821941,0.807564992415575,0.0441288288308333,0.914508245515563,0.68870685583214,0.046345845120674,0.711203446651518,0.675392084692123,0.0460238150626559,0.683981979914832
"",0.58,0.571414751119317,0.591665342208124,0.0559269374267196,0.591314662652396,0.799614661928029,0.0475908404985908,0.862001164965792,0.686841504617388,0.0495351354948384,0.706698126089742,0.659303974335914,0.049138492998438,0.656550727594958
"",0.58,0.590397980230458,0.55278962318112,0.0541565015531239,0.574273665171022,0.750164825133317,0.041583963140396,0.930764035786691,0.621661079270495,0.0481387566083909,0.657422079093171,0.604949556077157,0.0467084338424979,0.625220391181603
"",0.58,0.577019549623007,0.557247924429574,0.047247002389252,0.57980984449461,0.709501364159027,0.0404869591240542,0.826359433508561,0.618619751343851,0.0423888886610708,0.636159665620949,0.604180787547204,0.0437412499829386,0.637415742419186
"",0.58,0.574934969637354,0.530464716754699,0.0496678576930617,0.550482804127071,0.716234964283305,0.0438598849143384,0.887094891320684,0.579195049314461,0.0474373235195208,0.618566427279968,0.566632649312572,0.0471833364188235,0.590037215718233
"",0.58,0.574330649146357,0.605680767081035,0.0501737585998425,0.525479729806427,0.766544212632925,0.0408021611141126,0.934010495543225,0.650412541307588,0.047071964130215,0.669735581307927,0.659770294257365,0.0461828667720854,0.680086328261994
"",0.58,0.591404447913309,0.532300752418541,0.0555277272017801,0.373020903269114,0.728086107701497,0.046517190322301,0.863986955145248,0.634244227010849,0.0509832277307865,0.643715576090776,0.610178199049084,0.0510781829508503,0.614123247320603
"",0.58,0.578201229228807,0.57319949434769,0.057104091887796,0.468404972652229,0.751297562656395,0.04196993841558,0.936420882853841,0.66715857918378,0.0500748658331894,0.722510867856179,0.639991731188409,0.0487409949427663,0.65668981505374
"",0.58,0.576088571627549,0.512051688163882,0.0578925274982633,0.573303713824798,0.753475648596063,0.0381084109134725,0.867953247303774,0.659908949877132,0.0420404555220585,0.702576423287262,0.629068191638965,0.044390925799766,0.666949257610423
"",0.58,0.569633500446581,0.615855622784293,0.0475618125460893,0.377540393640733,0.765884024250858,0.0447325800854199,0.870819453226376,0.675207129533869,0.0465011498538107,0.672024585141784,0.649284411469094,0.0452204742938323,0.676440571192546
"",0.58,0.575928198449179,0.535987626783557,0.0492158763871495,0.531613902909656,0.710414366344824,0.0403439797123977,0.905412621609109,0.598937693230981,0.0448519380441582,0.624073240102004,0.5967096473638,0.045581656126652,0.628273535305835
"",0.58,0.571143303873273,0.530761651973969,0.0556541152113016,0.56209138851924,0.69372594810325,0.0402196292664964,0.839982660524257,0.617639156308594,0.0449618948772249,0.681517554605666,0.567797310234024,0.0475509244183683,0.616192376910558
